"board","combo","reach_probability","fold_frequency","call_frequency","raise_frequency","ev_fold_utg","ev_call_utg","ev_raise_utg","mixed_ev_utg","best_ev_action","best_ev_utg","highest_frequency_action","highest_frequency","loss_if_fold_utg","loss_if_call_utg","loss_if_raise_utg","iteration","exploitability"
"As Kh Qd","TsJs","6,01263","0","0,790585","0,209415","0","17,5213","17,4092","17,4978245785","C","17,5213","C","0,790585","17,5213","0","0,112099999999998","140","0,4842897355556488"
"As Kh Qd","TsQc","0,623187","0","0,999931","6,9E-05","0","0,858807","0,819309","0,858804274638","C","0,858807","C","0,999931","0,858807","0","0,039498","140","0,4842897355556488"
"As Kh Qd","TsQh","0,6178","0","0,999772","0,000228","0","0,822662","0,709918","0,822636294368","C","0,822662","C","0,999772","0,822662","0","0,112744","140","0,4842897355556488"
"As Kh Qd","TsQs","10,8312","0","0,947772","0,052228","0","1,54949","1,53734","1,5488554298","C","1,54949","C","0,947772","1,54949","0","0,0121500000000001","140","0,4842897355556488"
"As Kh Qd","TsKc","3,33229","0","1","0","0","0,962997","0,814872","0,962997","C","0,962997","C","1","0,962997","0","0,148125","140","0,4842897355556488"
"As Kh Qd","TsKd","3,15481","0","1","0","0","0,987791","0,733041","0,987791","C","0,987791","C","1","0,987791","0","0,25475","140","0,4842897355556488"
"As Kh Qd","TsKs","10,7647","0","0,922067","0,077933","0","1,70674","1,70318","1,70646255852","C","1,70674","C","0,922067","1,70674","0","0,00355999999999979","140","0,4842897355556488"
"As Kh Qd","TsAc","8,56464","0","0,99506","0,00494","0","2,08249","2,0778","2,0824668314","C","2,08249","C","0,99506","2,08249","0","0,00469000000000008","140","0,4842897355556488"
"As Kh Qd","TsAd","8,77076","0","1","0","0","2,31329","2,18035","2,31329","C","2,31329","C","1","2,31329","0","0,13294","140","0,4842897355556488"
"As Kh Qd","TsAh","8,76582","0","1","0","0","2,24311","2,20915","2,24311","C","2,24311","C","1","2,24311","0","0,03396","140","0,4842897355556488"
"As Kh Qd","JcJd","13,5388","0","1","0","0","0,445975","0,33449","0,445975","C","0,445975","C","1","0,445975","0","0,111485","140","0,4842897355556488"
"As Kh Qd","JcJh","13,7214","8E-06","0,999992","0","0","0,414954","0,3339","0,414950680368","C","0,414954","C","0,999992","0,414954","0","0,081054","140","0,4842897355556488"
"As Kh Qd","JcJs","13,205","1,8E-05","0,999982","0","0","0,414306","0,326258","0,414298542492","C","0,414306","C","0,999982","0,414306","0","0,088048","140","0,4842897355556488"
"As Kh Qd","JcQc","11,7563","0","0,9922","0,0078","0","0,760648","0,758983","0,760635013","C","0,760648","C","0,9922","0,760648","0","0,00166500000000003","140","0,4842897355556488"
"As Kh Qd","JcQh","6,50109","0","1","0","0","0,712786","0,657145","0,712786","C","0,712786","C","1","0,712786","0","0,0556410000000001","140","0,4842897355556488"
"As Kh Qd","JcQs","6,19023","0","0,999909","9,1E-05","0","0,862969","0,847925","0,862967630996","C","0,862969","C","0,999909","0,862969","0","0,0150439999999999","140","0,4842897355556488"
"As Kh Qd","JcKc","9,52051","0","0,997818","0,002182","0","1,00246","0,986346","1,002424839252","C","1,00246","C","0,997818","1,00246","0","0,016114","140","0,4842897355556488"
"As Kh Qd","JcKd","7,84016","0","1","0","0","0,982838","0,772948","0,982838","C","0,982838","C","1","0,982838","0","0,20989","140","0,4842897355556488"
"As Kh Qd","JcKs","8,7897","0","1","0","0","1,04458","1,00852","1,04458","C","1,04458","C","1","1,04458","0","0,03606","140","0,4842897355556488"
"As Kh Qd","JcAc","11,2705","0","0,99093","0,00907","0","2,53461","2,52876","2,5345569405","C","2,53461","C","0,99093","2,53461","0","0,00584999999999969","140","0,4842897355556488"
"As Kh Qd","JcAd","10,2146","0","1","0","0","2,74884","2,66124","2,74884","C","2,74884","C","1","2,74884","0","0,0875999999999997","140","0,4842897355556488"
"As Kh Qd","JcAh","10,6345","0","0,998921","0,001079","0","2,69638","2,68532","2,69636806626","C","2,69638","C","0,998921","2,69638","0","0,0110600000000001","140","0,4842897355556488"
"As Kh Qd","JdJh","13,4129","0","0,958009","0,041991","0","0,44563","0,456404","0,446082411034","R","0,456404","C","0,958009","0,456404","0,0107740000000001","0","140","0,4842897355556488"
"As Kh Qd","JdJs","13,7692","0","0,971033","0,028967","0","0,441889","0,456597","0,442315046636","R","0,456597","C","0,971033","0,456597","0,014708","0","140","0,4842897355556488"
"As Kh Qd","JdQc","6,62793","0","0,995285","0,004715","0","0,827935","0,816536","0,827881253715","C","0,827935","C","0,995285","0,827935","0","0,0113990000000002","140","0,4842897355556488"
"As Kh Qd","JdQh","6,26204","0","0,973888","0,026112","0","0,775441","0,773502","0,775390368832","C","0,775441","C","0,973888","0,775441","0","0,00193900000000014","140","0,4842897355556488"
"As Kh Qd","JdQs","5,9465","0","0,989208","0,010792","0","0,927742","0,923366","0,927694774208","C","0,927742","C","0,989208","0,927742","0","0,00437599999999994","140","0,4842897355556488"
"As Kh Qd","JdKc","8,25424","0","1","0","0","1,03153","0,840639","1,03153","C","1,03153","C","1","1,03153","0","0,190891","140","0,4842897355556488"
"As Kh Qd","JdKd","9,1474","0","0,901034","0,098966","0","1,58192","1,59463","1,58317785786","R","1,59463","C","0,901034","1,59463","0,01271","0","140","0,4842897355556488"
"As Kh Qd","JdKs","8,07053","0","1","0","0","1,11299","1,08618","1,11299","C","1,11299","C","1","1,11299","0","0,0268099999999998","140","0,4842897355556488"
"As Kh Qd","JdAc","10,4159","0","0,999922","7,8E-05","0","2,58519","2,54811","2,58518710776","C","2,58519","C","0,999922","2,58519","0","0,0370799999999996","140","0,4842897355556488"
"As Kh Qd","JdAd","8,30344","0","0,968403","0,031597","0","3,36614","3,3634","3,36605342422","C","3,36614","C","0,968403","3,36614","0","0,00274000000000019","140","0,4842897355556488"
"As Kh Qd","JdAh","9,93017","0","0,9999","0,0001","0","2,75809","2,72262","2,758086453","C","2,75809","C","0,9999","2,75809","0","0,0354700000000001","140","0,4842897355556488"
"As Kh Qd","JhJs","14,2566","0","0,976299","0,023701","0","0,417196","0,416154","0,417171303558","C","0,417196","C","0,976299","0,417196","0","0,00104200000000004","140","0,4842897355556488"
"As Kh Qd","JhQc","6,69316","0","0,988773","0,011227","0","0,784431","0,780331","0,7843849693","C","0,784431","C","0,988773","0,784431","0","0,00409999999999999","140","0,4842897355556488"
"As Kh Qd","JhQh","12,0944","0","0,904146","0,095854","0","1,32486","1,32063","1,32445453758","C","1,32486","C","0,904146","1,32486","0","0,00422999999999996","140","0,4842897355556488"
"As Kh Qd","JhQs","5,85545","0","0,987696","0,012304","0","0,883625","0,892813","0,883738049152","R","0,892813","C","0,987696","0,892813","0,00918799999999997","0","140","0,4842897355556488"
"As Kh Qd","JhKc","9,00703","0","0,999992","8E-06","0","1,02459","0,890212","1,024588924976","C","1,02459","C","0,999992","1,02459","0","0,134378","140","0,4842897355556488"
"As Kh Qd","JhKd","7,84062","0","1","0","0","1,04237","0,845043","1,04237","C","1,04237","C","1","1,04237","0","0,197327","140","0,4842897355556488"
"As Kh Qd","JhKs","8,47026","0","1","0","0","1,10879","1,09703","1,10879","C","1,10879","C","1","1,10879","0","0,01176","140","0,4842897355556488"
"As Kh Qd","JhAc","10,6025","0","0,998104","0,001896","0","2,62138","2,61613","2,621370046","C","2,62138","C","0,998104","2,62138","0","0,00524999999999975","140","0,4842897355556488"
"As Kh Qd","JhAd","9,75994","0","1","0","0","2,84785","2,75361","2,84785","C","2,84785","C","1","2,84785","0","0,0942400000000001","140","0,4842897355556488"
"As Kh Qd","JhAh","7,52481","0","0,955923","0,044077","0","3,35818","3,35771","3,35815928381","C","3,35818","C","0,955923","3,35818","0","0,00046999999999997","140","0,4842897355556488"
"As Kh Qd","JsQc","6,3438","0","0,972165","0,027835","0","0,760385","0,745983","0,75998412033","C","0,760385","C","0,972165","0,760385","0","0,014402","140","0,4842897355556488"
"As Kh Qd","JsQh","6,03237","0","0,998484","0,001516","0","0,710593","0,706626","0,710586986028","C","0,710593","C","0,998484","0,710593","0","0,00396700000000005","140","0,4842897355556488"
"As Kh Qd","JsQs","11,3063","0","0,914127","0,085873","0","1,57995","1,57937","1,57990019366","C","1,57995","C","0,914127","1,57995","0","0,000580000000000025","140","0,4842897355556488"
"As Kh Qd","JsKc","9,0827","0","0,999995","5E-06","0","0,959369","0,88819","0,959368644105","C","0,959369","C","0,999995","0,959369","0","0,071179","140","0,4842897355556488"
"As Kh Qd","JsKd","8,02032","0","1","0","0","0,986658","0,846913","0,986658","C","0,986658","C","1","0,986658","0","0,139745","140","0,4842897355556488"
"As Kh Qd","JsKs","8,37665","0","0,924824","0,075176","0","1,79681","1,81456","1,798144374","R","1,81456","C","0,924824","1,81456","0,0177500000000002","0","140","0,4842897355556488"
"As Kh Qd","JsAc","10,4321","0","0,999567","0,000433","0","2,50717","2,49656","2,50716540587","C","2,50717","C","0,999567","2,50717","0","0,0106100000000002","140","0,4842897355556488"
"As Kh Qd","JsAd","9,82435","0","1","0","0","2,73311","2,62199","2,73311","C","2,73311","C","1","2,73311","0","0,11112","140","0,4842897355556488"
"As Kh Qd","JsAh","10,0047","0","1","0","0","2,68185","2,63427","2,68185","C","2,68185","C","1","2,68185","0","0,04758","140","0,4842897355556488"
"As Kh Qd","QcQh","9,0744","0","0,954436","0,045564","0","12,3814","12,3683","12,3808031116","C","12,3814","C","0,954436","12,3814","0","0,0130999999999979","140","0,4842897355556488"
"As Kh Qd","QcQs","9,03072","0","0,973295","0,026705","0","12,2375","12,2331","12,237382498","C","12,2375","C","0,973295","12,2375","0","0,0044000000000004","140","0,4842897355556488"
"As Kh Qd","QcKc","9,07373","0","0,994403","0,005597","0","3,11724","3,11793","3,11724386193","R","3,11793","C","0,994403","3,11793","0,000690000000000524","0","140","0,4842897355556488"
"As Kh Qd","QcKd","8,77052","0","0,987029","0,012971","0","3,12445","3,12422","3,12444701667","C","3,12445","C","0,987029","3,12445","0","0,00022999999999973","140","0,4842897355556488"
"As Kh Qd","QcKs","7,90221","0","0,994638","0,005362","0","3,22493","3,22185","3,22491348504","C","3,22493","C","0,994638","3,22493","0","0,00307999999999975","140","0,4842897355556488"
"As Kh Qd","QcAc","9,21992","0","0,995335","0,004665","0","6,31191","6,30308","6,31186880805","C","6,31191","C","0,995335","6,31191","0","0,00883000000000056","140","0,4842897355556488"
"As Kh Qd","QcAd","9,33848","0","0,99954","0,00046","0","6,37774","6,34261","6,3777238402","C","6,37774","C","0,99954","6,37774","0","0,0351300000000005","140","0,4842897355556488"
"As Kh Qd","QcAh","9,03419","0","1","0","0","6,61105","6,44729","6,61105","C","6,61105","C","1","6,61105","0","0,163760000000001","140","0,4842897355556488"
"As Kh Qd","QhQs","10,2483","0","0,956378","0,043622","0","12,3627","12,3558","12,3623990082","C","12,3627","C","0,956378","12,3627","0","0,00689999999999991","140","0,4842897355556488"
"As Kh Qd","QhKc","8,28219","0","0,99997","3E-05","0","3,06763","3,0293","3,0676288501","C","3,06763","C","0,99997","3,06763","0","0,0383300000000002","140","0,4842897355556488"
"As Kh Qd","QhKd","8,30303","0","0,993332","0,006668","0","3,08144","3,07669","3,081408327","C","3,08144","C","0,993332","3,08144","0","0,00474999999999959","140","0,4842897355556488"
"As Kh Qd","QhKs","7,83495","0","0,993966","0,006034","0","3,18461","3,1787","3,18457433906","C","3,18461","C","0,993966","3,18461","0","0,00591000000000008","140","0,4842897355556488"
"As Kh Qd","QhAc","9,80478","0","1","0","0","6,39759","6,35732","6,39759","C","6,39759","C","1","6,39759","0","0,0402700000000005","140","0,4842897355556488"
"As Kh Qd","QhAd","9,58635","0","1","0","0","6,5191","6,41497","6,5191","C","6,5191","C","1","6,5191","0","0,10413","140","0,4842897355556488"
"As Kh Qd","QhAh","4,15168","0","0,976404","0,023596","0","7,41421","7,41009","7,41411278448","C","7,41421","C","0,976404","7,41421","0","0,00412000000000035","140","0,4842897355556488"
"As Kh Qd","QsKc","8,8483","0","0,999964","3,6E-05","0","3,32275","3,26195","3,3227478112","C","3,32275","C","0,999964","3,32275","0","0,0608","140","0,4842897355556488"
"As Kh Qd","QsKd","7,71949","0","0,999826","0,000174","0","3,33737","3,29292","3,3373622657","C","3,33737","C","0,999826","3,33737","0","0,0444499999999999","140","0,4842897355556488"
"As Kh Qd","QsKs","2,86027","0","0,947249","0,052751","0","4,34461","4,34666","4,34471813955","R","4,34666","C","0,947249","4,34666","0,00204999999999966","0","140","0,4842897355556488"
"As Kh Qd","QsAc","9,00918","0","0,995959","0,004041","0","6,32815","6,31845","6,3281108023","C","6,32815","C","0,995959","6,32815","0","0,0096999999999996","140","0,4842897355556488"
"As Kh Qd","QsAd","8,61794","0","0,999877","0,000123","0","6,46121","6,41953","6,46120487336","C","6,46121","C","0,999877","6,46121","0","0,0416799999999995","140","0,4842897355556488"
"As Kh Qd","QsAh","8,74458","0","1","0","0","6,68492","6,53826","6,68492","C","6,68492","C","1","6,68492","0","0,146660000000001","140","0,4842897355556488"
"As Kh Qd","KcKd","6,82612","0","0,960192","0,039808","0","14,9025","14,852","14,900489696","C","14,9025","C","0,960192","14,9025","0","0,0504999999999995","140","0,4842897355556488"
"As Kh Qd","KcKs","5,89318","0","0,979483","0,020517","0","14,8127","14,8113","14,8126712762","C","14,8127","C","0,979483","14,8127","0","0,00140000000000207","140","0,4842897355556488"
"As Kh Qd","KcAc","1,53126","0","0,952462","0,047538","0","10,1409","10,135","10,1406195258","C","10,1409","C","0,952462","10,1409","0","0,00590000000000046","140","0,4842897355556488"
"As Kh Qd","KcAd","1,87176","0","1","0","0","10,0494","9,99296","10,0494","C","10,0494","C","1","10,0494","0","0,0564400000000003","140","0,4842897355556488"
"As Kh Qd","KcAh","1,91476","0","0,975849","0,024151","0","10,3637","10,3341","10,3629851304","C","10,3637","C","0,975849","10,3637","0","0,0296000000000003","140","0,4842897355556488"
"As Kh Qd","KdKs","7,53194","0","0,950621","0,049379","0","14,9334","14,9172","14,9326000602","C","14,9334","C","0,950621","14,9334","0","0,0162000000000013","140","0,4842897355556488"
"As Kh Qd","KdAc","3,10707","0","0,96152","0,03848","0","10,1379","10,1387","10,137930784","R","10,1387","C","0,96152","10,1387","0,000799999999999912","0","140","0,4842897355556488"
"As Kh Qd","KdAd","0,032666","0","0,647794","0,352206","0","10,7468","10,9976","10,8351332648","R","10,9976","C","0,647794","10,9976","0,2508","0","140","0,4842897355556488"
"As Kh Qd","KdAh","3,41398","0","0,965628","0,034372","0","10,4154","10,4183","10,4154996788","R","10,4183","C","0,965628","10,4183","0,00290000000000035","0","140","0,4842897355556488"
"As Kh Qd","KsAc","1,76226","0","0,947909","0,052091","0","10,1958","10,1949","10,1957531181","C","10,1958","C","0,947909","10,1958","0","0,000899999999999679","140","0,4842897355556488"
"As Kh Qd","KsAd","3,72605","0","0,99986","0,00014","0","10,1548","10,1001","10,154792342","C","10,1548","C","0,99986","10,1548","0","0,0546999999999986","140","0,4842897355556488"
"As Kh Qd","KsAh","2,63908","0","0,976926","0,023074","0","10,4828","10,472","10,4825508008","C","10,4828","C","0,976926","10,4828","0","0,0108000000000015","140","0,4842897355556488"
"As Kh Qd","AcAd","8,79078","0","0,969985","0,030015","0","15,133","15,125","15,13275988","C","15,133","C","0,969985","15,133","0","0,0080000000000009","140","0,4842897355556488"
"As Kh Qd","AcAh","9,10344","0","0,96939","0,03061","0","15,1808","15,1653","15,180325545","C","15,1808","C","0,96939","15,1808","0","0,0155000000000012","140","0,4842897355556488"
"As Kh Qd","AdAh","9,80499","0","0,9776","0,0224","0","15,2063","15,1972","15,20609616","C","15,2063","C","0,9776","15,2063","0","0,00909999999999833","140","0,4842897355556488"
"As Kh Jd","2c2d","0","0,584044","0,415956","0","0","0","0","0","F","0","F","0,584044","0","0","0","153","0,48912927508354187"
"As Kh Jd","2c2h","0","0,595003","0,404997","0","0","0","0","0","F","0","F","0,595003","0","0","0","153","0,48912927508354187"
"As Kh Jd","2c2s","0","0,657255","0,342745","0","0","0","0","0","F","0","F","0,657255","0","0","0","153","0,48912927508354187"
"As Kh Jd","2cAc","1,53192","0","1","0","0","1,39856","0,986187","1,39856","C","1,39856","C","1","1,39856","0","0,412373","153","0,48912927508354187"
"As Kh Jd","2d2h","0","0,427463","0,572537","0","0","0","0","0","F","0","C","0,572537","0","0","0","153","0,48912927508354187"
"As Kh Jd","2d2s","0","0,477224","0,522776","0","0","0","0","0","F","0","C","0,522776","0","0","0","153","0,48912927508354187"
"As Kh Jd","2dAd","4,47623","0","1","0","0","1,84767","1,71294","1,84767","C","1,84767","C","1","1,84767","0","0,13473","153","0,48912927508354187"
"As Kh Jd","2h2s","0","0,488469","0,511531","0","0","0","0","0","F","0","C","0,511531","0","0","0","153","0,48912927508354187"
"As Kh Jd","2hAh","4,89108","0","1","0","0","1,98523","1,88974","1,98523","C","1,98523","C","1","1,98523","0","0,0954899999999999","153","0,48912927508354187"
"As Kh Jd","3c3d","0","0,591167","0,408833","0","0","0","0","0","F","0","F","0,591167","0","0","0","153","0,48912927508354187"
"As Kh Jd","3c3h","0","0,599434","0,400566","0","0","0","0","0","F","0","F","0,599434","0","0","0","153","0,48912927508354187"
"As Kh Jd","3c3s","0","0,650223","0,349776","0","0","0","0","0","F","0","F","0,650223","0","0","0","153","0,48912927508354187"
"As Kh Jd","3cAc","2,37746","0","1","0","0","1,36335","0,986815","1,36335","C","1,36335","C","1","1,36335","0","0,376535","153","0,48912927508354187"
"As Kh Jd","3d3h","0","0,454019","0,545981","0","0","0","0","0","F","0","C","0,545981","0","0","0","153","0,48912927508354187"
"As Kh Jd","3d3s","0","0,501065","0,498935","0","0","0","0","0","F","0","F","0,501065","0","0","0","153","0,48912927508354187"
"As Kh Jd","3dAd","5,79815","0","1","0","0","1,77088","1,70265","1,77088","C","1,77088","C","1","1,77088","0","0,0682300000000002","153","0,48912927508354187"
"As Kh Jd","3h3s","0","0,483368","0,516632","0","0","0","0","0","F","0","C","0,516632","0","0","0","153","0,48912927508354187"
"As Kh Jd","3hAh","5,90692","0","1","0","0","1,91642","1,87589","1,91642","C","1,91642","C","1","1,91642","0","0,04053","153","0,48912927508354187"
"As Kh Jd","4c4d","0","0,771809","0,228191","0","0","0,121139","-0,6662685","0,027642829549","C","0,121139","F","0,771809","0,121139","0","0,7874075","153","0,48912927508354187"
